"","id","long","lat","timestamp.utc"
"18026","toni",31.80283,-24.22330933,"2005-08-27 06:34:00.000"
"18027","toni",31.81124064,-24.22799072,"2005-08-27 07:34:00.000"
"18028","toni",31.81552938,-24.23579102,"2005-08-27 08:34:00.000"
"18029","toni",31.81511027,-24.23636068,"2005-08-27 09:34:00.000"
"18030","toni",31.81221924,-24.23777059,"2005-08-27 10:34:00.000"
"18031","toni",31.81301066,-24.23758952,"2005-08-27 11:34:00.000"
"18032","toni",31.81330973,-24.23763021,"2005-08-27 12:34:00.000"
"18033","toni",31.809611,-24.23779093,"2005-08-27 13:34:00.000"
"18034","toni",31.80771077,-24.23710937,"2005-08-27 14:35:00.000"
"18035","toni",31.80563965,-24.2379598,"2005-08-27 15:34:00.000"
"18036","toni",31.8053304,-24.23789062,"2005-08-27 16:34:00.000"
"18037","toni",31.80327962,-24.23630981,"2005-08-27 17:34:00.000"
"18038","toni",31.80250041,-24.23569946,"2005-08-27 18:34:00.000"
"18039","toni",31.80160929,-24.23706055,"2005-08-27 19:35:00.000"
"18040","toni",31.80161947,-24.23707072,"2005-08-27 20:34:00.000"
"18041","toni",31.80147095,-24.23743083,"2005-08-27 21:34:00.000"
"18042","toni",31.80174967,-24.237441,"2005-08-27 22:34:00.000"
"18043","toni",31.80183919,-24.23624064,"2005-08-27 23:34:00.000"
"18044","toni",31.80157064,-24.23492025,"2005-08-28 00:35:00.000"
"18045","toni",31.80055949,-24.23447062,"2005-08-28 01:34:00.000"
"18046","toni",31.80055949,-24.23448079,"2005-08-28 02:34:00.000"
"18047","toni",31.80090942,-24.23437907,"2005-08-28 03:34:00.000"
"18048","toni",31.80287069,-24.23315023,"2005-08-28 04:35:00.000"
"18049","toni",31.80843099,-24.23526001,"2005-08-28 05:34:00.000"
"18050","toni",31.81224976,-24.23462931,"2005-08-28 06:34:00.000"
"18051","toni",31.81582031,-24.23487956,"2005-08-28 07:35:00.000"
"18052","toni",31.81551921,-24.23788045,"2005-08-28 08:34:00.000"
"18053","toni",31.81430054,-24.237559,"2005-08-28 09:34:00.000"
"18054","toni",31.81402995,-24.2376709,"2005-08-28 10:34:00.000"
"18055","toni",31.81500041,-24.2373291,"2005-08-28 11:35:00.000"
"18056","toni",31.81473999,-24.23730062,"2005-08-28 12:35:00.000"
"18057","toni",31.81246948,-24.23215942,"2005-08-28 13:34:00.000"
"18058","toni",31.80892944,-24.22446899,"2005-08-28 14:34:00.000"
"18059","toni",31.80727946,-24.22227987,"2005-08-28 15:34:00.000"
"18060","toni",31.8082194,-24.2209493,"2005-08-28 16:35:00.000"
"18061","toni",31.80954997,-24.21970011,"2005-08-28 17:34:00.000"
"18062","toni",31.80975952,-24.21867065,"2005-08-28 18:34:00.000"
"18063","toni",31.80972087,-24.21864014,"2005-08-28 19:34:00.000"
"18064","toni",31.80980021,-24.21849976,"2005-08-28 20:34:00.000"
"18065","toni",31.80780029,-24.21754964,"2005-08-28 21:34:00.000"
"18066","toni",31.80725911,-24.21740926,"2005-08-28 22:34:00.000"
"18067","toni",31.80674032,-24.21692098,"2005-08-28 23:36:00.000"
"18068","toni",31.80626017,-24.2166097,"2005-08-29 00:34:00.000"
"18069","toni",31.80621948,-24.21515096,"2005-08-29 01:34:00.000"
"18070","toni",31.80621948,-24.21514079,"2005-08-29 02:34:00.000"
"18071","toni",31.80616048,-24.21520996,"2005-08-29 03:34:00.000"
"18072","toni",31.802889,-24.21470947,"2005-08-29 04:34:00.000"
"18073","toni",31.79805094,-24.21808065,"2005-08-29 05:34:00.000"
"18074","toni",31.79765015,-24.21889038,"2005-08-29 06:34:00.000"
"18075","toni",31.81147054,-24.22788086,"2005-08-29 07:34:00.000"
"18076","toni",31.8161499,-24.23438924,"2005-08-29 08:34:00.000"
"18077","toni",31.81527913,-24.23343913,"2005-08-29 09:34:00.000"
"18078","toni",31.81514079,-24.23334961,"2005-08-29 10:34:00.000"
"18079","toni",31.81527913,-24.23331909,"2005-08-29 11:34:00.000"
"18080","toni",31.81516927,-24.23335978,"2005-08-29 12:35:00.000"
"18081","toni",31.81421916,-24.23495076,"2005-08-29 13:34:00.000"
"18082","toni",31.81031087,-24.23426921,"2005-08-29 14:34:00.000"
"18083","toni",31.80599976,-24.22942098,"2005-08-29 15:34:00.000"
"18084","toni",31.80298055,-24.22585042,"2005-08-29 16:34:00.000"
"18085","toni",31.80138957,-24.2261495,"2005-08-29 17:34:00.000"
"18086","toni",31.7995992,-24.22307943,"2005-08-29 18:34:00.000"
"18087","toni",31.79978027,-24.22178955,"2005-08-29 19:36:00.000"
"18088","toni",31.79970907,-24.22172038,"2005-08-29 20:34:00.000"
"18089","toni",31.79856974,-24.22123006,"2005-08-29 21:34:00.000"
"18090","toni",31.79537964,-24.21799927,"2005-08-29 22:34:00.000"
"18091","toni",31.79171956,-24.21703084,"2005-08-29 23:34:00.000"
"18092","toni",31.79110921,-24.21680908,"2005-08-30 00:34:00.000"
"18093","toni",31.78928019,-24.2160909,"2005-08-30 01:34:00.000"
"18094","toni",31.78934937,-24.21613973,"2005-08-30 02:34:00.000"
"18095","toni",31.78934937,-24.21616007,"2005-08-30 03:34:00.000"
"18096","toni",31.78823039,-24.21631063,"2005-08-30 04:34:00.000"
"18097","toni",31.79163005,-24.2139506,"2005-08-30 05:34:00.000"
"18098","toni",31.79211019,-24.21465047,"2005-08-30 06:34:00.000"
"18099","toni",31.79136963,-24.21540934,"2005-08-30 07:34:00.000"
"18100","toni",31.79077962,-24.21546021,"2005-08-30 08:34:00.000"
"18101","toni",31.79015096,-24.21534017,"2005-08-30 09:34:00.000"
"18102","toni",31.78999023,-24.21479085,"2005-08-30 10:34:00.000"
"18103","toni",31.79004924,-24.21475016,"2005-08-30 11:34:00.000"
"18104","toni",31.79001058,-24.21483968,"2005-08-30 12:34:00.000"
"18105","toni",31.78222046,-24.22186076,"2005-08-30 13:34:00.000"
"18106","toni",31.77744954,-24.2458903,"2005-08-30 14:34:00.000"
"18107","toni",31.77766927,-24.2582194,"2005-08-30 15:34:00.000"
"18108","toni",31.77553914,-24.25963949,"2005-08-30 16:34:00.000"
"18109","toni",31.77486979,-24.25981038,"2005-08-30 17:34:00.000"
"18110","toni",31.77206014,-24.26069946,"2005-08-30 18:34:00.000"
"18111","toni",31.77069092,-24.26102091,"2005-08-30 19:34:00.000"
"18112","toni",31.76977946,-24.26126912,"2005-08-30 20:34:00.000"
"18113","toni",31.76995036,-24.26192017,"2005-08-30 21:34:00.000"
"18114","toni",31.76699015,-24.26353963,"2005-08-30 22:34:00.000"
"18115","toni",31.76323039,-24.26526082,"2005-08-30 23:34:00.000"
"18116","toni",31.76282959,-24.26619059,"2005-08-31 00:34:00.000"
"18117","toni",31.76168009,-24.26778971,"2005-08-31 01:34:00.000"
"18118","toni",31.76144002,-24.26911011,"2005-08-31 02:34:00.000"
"18119","toni",31.7612793,-24.26927083,"2005-08-31 03:34:00.000"
"18120","toni",31.75973918,-24.26983032,"2005-08-31 04:35:00.000"
"18121","toni",31.75735067,-24.27300008,"2005-08-31 05:34:00.000"
"18122","toni",31.75686035,-24.27412923,"2005-08-31 06:34:00.000"
"18123","toni",31.7568807,-24.2741394,"2005-08-31 07:34:00.000"
"18124","toni",31.75585938,-24.27543945,"2005-08-31 08:34:00.000"
"18125","toni",31.75593058,-24.2754598,"2005-08-31 09:35:00.000"
"18126","toni",31.75095011,-24.2819397,"2005-08-31 10:34:00.000"
"18127","toni",31.75458984,-24.2834493,"2005-08-31 11:34:00.000"
"18128","toni",31.75466919,-24.28333944,"2005-08-31 12:34:00.000"
"18129","toni",31.75454102,-24.28311971,"2005-08-31 13:34:00.000"
"18130","toni",31.75512085,-24.28311971,"2005-08-31 14:34:00.000"
"18131","toni",31.75599976,-24.28240967,"2005-08-31 15:34:00.000"
"18132","toni",31.75594076,-24.2797994,"2005-08-31 16:34:00.000"
"18133","toni",31.75593058,-24.27977905,"2005-08-31 17:34:00.000"
"18134","toni",31.75737915,-24.28024902,"2005-08-31 18:34:00.000"
"18135","toni",31.7582194,-24.2805603,"2005-08-31 19:34:00.000"
"18136","toni",31.76090902,-24.27991943,"2005-08-31 20:34:00.000"
"18137","toni",31.76131999,-24.28040975,"2005-08-31 21:34:00.000"
"18138","toni",31.76131999,-24.28078003,"2005-08-31 22:34:00.000"
"18139","toni",31.76151937,-24.28192952,"2005-08-31 23:34:00.000"
"18140","toni",31.76126912,-24.28345947,"2005-09-01 00:34:00.000"
"18141","toni",31.76082967,-24.28394979,"2005-09-01 01:34:00.000"
"18142","toni",31.76018066,-24.28412069,"2005-09-01 02:34:00.000"
"18143","toni",31.76015015,-24.28418986,"2005-09-01 03:34:00.000"
"18144","toni",31.75970052,-24.28649089,"2005-09-01 04:34:00.000"
"18145","toni",31.7586202,-24.28711955,"2005-09-01 05:34:00.000"
"18146","toni",31.75965983,-24.28548991,"2005-09-01 06:34:00.000"
"18147","toni",31.76017049,-24.28527018,"2005-09-01 07:33:00.000"
"18148","toni",31.76016032,-24.28527018,"2005-09-01 08:34:00.000"
"18149","toni",31.76013997,-24.28524984,"2005-09-01 09:34:00.000"
"18150","toni",31.75942993,-24.2862203,"2005-09-01 10:33:00.000"
"18151","toni",31.75464071,-24.28597005,"2005-09-01 11:33:00.000"
"18152","toni",31.75398966,-24.28517049,"2005-09-01 12:34:00.000"
"18153","toni",31.75503947,-24.28482056,"2005-09-01 13:34:00.000"
"18154","toni",31.7556193,-24.28326009,"2005-09-01 14:34:00.000"
"18155","toni",31.75861003,-24.2792806,"2005-09-01 15:34:00.000"
"18156","toni",31.76026001,-24.27637939,"2005-09-01 16:34:00.000"
"18157","toni",31.76305949,-24.27669067,"2005-09-01 17:33:00.000"
"18158","toni",31.76353963,-24.27659912,"2005-09-01 18:34:00.000"
"18159","toni",31.76401978,-24.27566935,"2005-09-01 19:34:00.000"
"18160","toni",31.76436971,-24.27531942,"2005-09-01 20:33:00.000"
"18161","toni",31.76420085,-24.27472941,"2005-09-01 21:34:00.000"
"18162","toni",31.76409098,-24.27471924,"2005-09-01 22:34:00.000"
"18163","toni",31.76350098,-24.2792806,"2005-09-01 23:34:00.000"
"18164","toni",31.7639506,-24.28022054,"2005-09-02 00:34:00.000"
"18165","toni",31.76434937,-24.28103027,"2005-09-02 01:33:00.000"
"18166","toni",31.76456909,-24.28150024,"2005-09-02 02:34:00.000"
"18167","toni",31.76452026,-24.28152059,"2005-09-02 03:34:00.000"
"18168","toni",31.7646403,-24.28153076,"2005-09-02 04:33:00.000"
"18169","toni",31.77179972,-24.28896077,"2005-09-02 05:33:00.000"
"18170","toni",31.77672933,-24.293691,"2005-09-02 06:34:00.000"
"18171","toni",31.78087972,-24.29533081,"2005-09-02 07:33:00.000"
"18172","toni",31.78609009,-24.29636027,"2005-09-02 08:34:00.000"
"18173","toni",31.78799032,-24.29545085,"2005-09-02 09:34:00.000"
"18174","toni",31.79003906,-24.29742025,"2005-09-02 10:33:00.000"
"18175","toni",31.79001058,-24.29745076,"2005-09-02 11:34:00.000"
"18176","toni",31.79017944,-24.29743042,"2005-09-02 12:33:00.000"
"18177","toni",31.79016927,-24.29737956,"2005-09-02 13:34:00.000"
"18178","toni",31.79047038,-24.29805094,"2005-09-02 14:33:00.000"
"18179","toni",31.78828939,-24.29600016,"2005-09-02 15:34:00.000"
"18180","toni",31.78520915,-24.29517008,"2005-09-02 16:33:00.000"
"18181","toni",31.78415934,-24.2944397,"2005-09-02 17:34:00.000"
"18182","toni",31.78401082,-24.29435018,"2005-09-02 18:33:00.000"
"18183","toni",31.78296916,-24.29401042,"2005-09-02 19:33:00.000"
"18184","toni",31.78355916,-24.29154053,"2005-09-02 20:34:00.000"
"18185","toni",31.78397013,-24.29133097,"2005-09-02 21:34:00.000"
"18186","toni",31.78420003,-24.29154053,"2005-09-02 22:33:00.000"
"18187","toni",31.78459066,-24.29266968,"2005-09-02 23:33:00.000"
"18188","toni",31.78461914,-24.29281006,"2005-09-03 00:34:00.000"
"18189","toni",31.78476969,-24.29285075,"2005-09-03 01:33:00.000"
"18190","toni",31.78536987,-24.29326986,"2005-09-03 02:34:00.000"
"18191","toni",31.78531087,-24.2933492,"2005-09-03 03:34:00.000"
"18192","toni",31.78470052,-24.29567057,"2005-09-03 04:33:00.000"
"18193","toni",31.78075968,-24.29585978,"2005-09-03 05:34:00.000"
"18194","toni",31.77748006,-24.29593099,"2005-09-03 06:37:00.000"
"18195","toni",31.77796021,-24.29602051,"2005-09-03 07:33:00.000"
"18196","toni",31.77147013,-24.29404093,"2005-09-03 08:33:00.000"
"18197","toni",31.76987101,-24.29230957,"2005-09-03 09:34:00.000"
"18198","toni",31.77005005,-24.29284058,"2005-09-03 10:33:00.000"
"18199","toni",31.77166951,-24.28812052,"2005-09-03 11:34:00.000"
"18200","toni",31.77203979,-24.28765055,"2005-09-03 12:33:00.000"
"18201","toni",31.77268066,-24.28908081,"2005-09-03 13:34:00.000"
"18202","toni",31.77371012,-24.28388062,"2005-09-03 14:34:00.000"
"18203","toni",31.77496948,-24.28083903,"2005-09-03 15:34:00.000"
"18204","toni",31.77891032,-24.28186035,"2005-09-03 16:33:00.000"
"18205","toni",31.77970988,-24.28155924,"2005-09-03 17:34:00.000"
"18206","toni",31.78041992,-24.28307902,"2005-09-03 18:34:00.000"
"18207","toni",31.78047078,-24.28312988,"2005-09-03 19:33:00.000"
"18208","toni",31.78045044,-24.28310954,"2005-09-03 20:33:00.000"
"18209","toni",31.78228963,-24.28520915,"2005-09-03 21:33:00.000"
"18210","toni",31.78259074,-24.2867391,"2005-09-03 22:34:00.000"
"18211","toni",31.78277995,-24.28762004,"2005-09-03 23:34:00.000"
"18212","toni",31.78341064,-24.28747965,"2005-09-04 00:33:00.000"
"18213","toni",31.78340047,-24.28838094,"2005-09-04 01:34:00.000"
"18214","toni",31.78289998,-24.28886922,"2005-09-04 02:33:00.000"
"18215","toni",31.78324992,-24.28851929,"2005-09-04 03:34:00.000"
"18216","toni",31.78633016,-24.28534953,"2005-09-04 04:33:00.000"
"18217","toni",31.7890096,-24.26987101,"2005-09-04 05:34:00.000"
"18218","toni",31.78083903,-24.26259969,"2005-09-04 06:34:00.000"
"18219","toni",31.78105062,-24.26019084,"2005-09-04 07:33:00.000"
"18220","toni",31.78134969,-24.26005046,"2005-09-04 08:33:00.000"
"18221","toni",31.78128052,-24.2600708,"2005-09-04 09:34:00.000"
"18222","toni",31.77915039,-24.25886027,"2005-09-04 10:33:00.000"
"18223","toni",31.77703044,-24.25830078,"2005-09-04 11:34:00.000"
"18224","toni",31.77666016,-24.25757039,"2005-09-04 12:33:00.000"
"18225","toni",31.7766805,-24.25654093,"2005-09-04 13:34:00.000"
"18226","toni",31.77518921,-24.25572917,"2005-09-04 14:33:00.000"
"18227","toni",31.77399089,-24.25322062,"2005-09-04 15:33:00.000"
"18228","toni",31.76980998,-24.24853923,"2005-09-04 16:34:00.000"
"18229","toni",31.76902059,-24.24802043,"2005-09-04 17:33:00.000"
"18230","toni",31.76659953,-24.24699097,"2005-09-04 18:34:00.000"
"18231","toni",31.76562093,-24.24741007,"2005-09-04 19:33:00.000"
"18232","toni",31.76404012,-24.24688924,"2005-09-04 20:33:00.000"
"18233","toni",31.76315918,-24.24746094,"2005-09-04 21:33:00.000"
"18234","toni",31.76392008,-24.24840902,"2005-09-04 22:33:00.000"
"18235","toni",31.76373901,-24.2489502,"2005-09-04 23:33:00.000"
"18236","toni",31.76133016,-24.24889933,"2005-09-05 00:33:00.000"
"18237","toni",31.75840047,-24.24968058,"2005-09-05 01:33:00.000"
"18238","toni",31.75769043,-24.25021973,"2005-09-05 02:33:00.000"
"18239","toni",31.7577006,-24.25018921,"2005-09-05 03:33:00.000"
"18240","toni",31.75703939,-24.24996948,"2005-09-05 04:33:00.000"
"18241","toni",31.75500081,-24.24707031,"2005-09-05 05:33:00.000"
"18242","toni",31.75772909,-24.24616089,"2005-09-05 06:33:00.000"
"18243","toni",31.75774943,-24.24623006,"2005-09-05 07:33:00.000"
"18244","toni",31.75859985,-24.24691976,"2005-09-05 08:33:00.000"
"18245","toni",31.76312052,-24.24735921,"2005-09-05 09:33:00.000"
"18246","toni",31.7759196,-24.25604045,"2005-09-05 10:33:00.000"
"18247","toni",31.77670898,-24.25717977,"2005-09-05 11:33:00.000"
"18248","toni",31.77592977,-24.25692952,"2005-09-05 12:33:00.000"
"18249","toni",31.77595011,-24.25692952,"2005-09-05 13:33:00.000"
"18250","toni",31.77453003,-24.25653076,"2005-09-05 14:33:00.000"
"18251","toni",31.77127075,-24.25493978,"2005-09-05 15:33:00.000"
"18252","toni",31.76652018,-24.25580037,"2005-09-05 16:33:00.000"
"18253","toni",31.76414998,-24.25513916,"2005-09-05 17:33:00.000"
"18254","toni",31.76211955,-24.25783081,"2005-09-05 18:33:00.000"
"18255","toni",31.76111043,-24.25984904,"2005-09-05 19:33:00.000"
"18256","toni",31.76090088,-24.26032918,"2005-09-05 20:33:00.000"
"18257","toni",31.75764974,-24.26131999,"2005-09-05 21:33:00.000"
"18258","toni",31.75761922,-24.26389974,"2005-09-05 22:33:00.000"
"18259","toni",31.75843099,-24.26653035,"2005-09-05 23:33:00.000"
"18260","toni",31.7588501,-24.26688029,"2005-09-06 00:33:00.000"
"18261","toni",31.75824992,-24.26771037,"2005-09-06 01:33:00.000"
"18262","toni",31.75866089,-24.26890055,"2005-09-06 02:33:00.000"
"18263","toni",31.75897013,-24.26955973,"2005-09-06 03:33:00.000"
"18264","toni",31.75901082,-24.26950073,"2005-09-06 04:33:00.000"
"18265","toni",31.75609945,-24.27283936,"2005-09-06 05:33:00.000"
"18266","toni",31.7560791,-24.27446899,"2005-09-06 06:33:00.000"
"18267","toni",31.75639038,-24.27435099,"2005-09-06 07:33:00.000"
"18268","toni",31.75634969,-24.2743693,"2005-09-06 08:33:00.000"
"18269","toni",31.7572998,-24.2754008,"2005-09-06 09:33:00.000"
"18270","toni",31.75506999,-24.27947998,"2005-09-06 10:33:00.000"
"18271","toni",31.75335083,-24.28021037,"2005-09-06 11:33:00.000"
"18272","toni",31.75397949,-24.27918091,"2005-09-06 12:33:00.000"
"18273","toni",31.75482992,-24.28095907,"2005-09-06 13:33:00.000"
"18274","toni",31.75621948,-24.28389079,"2005-09-06 14:33:00.000"
"18275","toni",31.75627035,-24.28264974,"2005-09-06 15:33:00.000"
"18276","toni",31.75595907,-24.2799703,"2005-09-06 16:33:00.000"
"18277","toni",31.75645955,-24.27875977,"2005-09-06 17:33:00.000"
"18278","toni",31.75916951,-24.27769979,"2005-09-06 18:33:00.000"
"18279","toni",31.76051025,-24.27752075,"2005-09-06 19:33:00.000"
"18280","toni",31.76055908,-24.27757975,"2005-09-06 20:33:00.000"
"18281","toni",31.76052043,-24.27757975,"2005-09-06 21:33:00.000"
"18282","toni",31.76045939,-24.27678019,"2005-09-06 22:33:00.000"
"18283","toni",31.76078084,-24.27472941,"2005-09-06 23:33:00.000"
"18284","toni",31.76223958,-24.27362061,"2005-09-07 00:33:00.000"
"18285","toni",31.76232096,-24.27366943,"2005-09-07 01:33:00.000"
"18286","toni",31.76284993,-24.27386068,"2005-09-07 02:33:00.000"
"18287","toni",31.7629008,-24.27399902,"2005-09-07 03:33:00.000"
"18288","toni",31.7661499,-24.27376099,"2005-09-07 04:33:00.000"
"18289","toni",31.77096965,-24.27589925,"2005-09-07 05:33:00.000"
"18290","toni",31.76984049,-24.28076986,"2005-09-07 06:33:00.000"
"18291","toni",31.76998901,-24.28108927,"2005-09-07 07:33:00.000"
"18292","toni",31.77191976,-24.28873901,"2005-09-07 08:33:00.000"
"18293","toni",31.77213949,-24.28839925,"2005-09-07 09:33:00.000"
"18294","toni",31.77213949,-24.2884908,"2005-09-07 10:33:00.000"
"18295","toni",31.77238973,-24.28860067,"2005-09-07 11:33:00.000"
"18296","toni",31.77220052,-24.28843994,"2005-09-07 12:33:00.000"
"18297","toni",31.77225952,-24.28792928,"2005-09-07 13:33:00.000"
"18298","toni",31.77409058,-24.28274943,"2005-09-07 14:33:00.000"
"18299","toni",31.77254028,-24.27895101,"2005-09-07 15:33:00.000"
"18300","toni",31.77092082,-24.27605998,"2005-09-07 16:33:00.000"
"18301","toni",31.7707194,-24.27414958,"2005-09-07 17:33:00.000"
"18302","toni",31.77100016,-24.27399089,"2005-09-07 18:33:00.000"
"18303","toni",31.77296956,-24.27360026,"2005-09-07 19:33:00.000"
"18304","toni",31.77258911,-24.27322998,"2005-09-07 20:33:00.000"
"18305","toni",31.77261963,-24.27188924,"2005-09-07 21:33:00.000"
"18306","toni",31.77046916,-24.27126058,"2005-09-07 22:33:00.000"
